ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Address,Delivery time,Food Type
336796,Paschim Vihar,Delhi,Kabab Hut,300,2.9,80,Paschim Vihar,49,Indian
334214,Ghatkopar,Mumbai,Restaurant Manna,300,2.9,80,Ghatkopar Vikhroli,60,Indian
331940,Santacruz East,Mumbai,Talk Tikka,300,2.9,80,Scruz Bandra East,47,Indian
331513,Malleshwaram,Bangalore,The Golden Scoop,300,2.9,80,Malleshwaram,61,Indian
330317,Erandwane,Pune,Food Junction,300,2.9,80,Kothrud,46,Indian
325907,Erandwane,Pune,Karlos Pasta Pizza & Grills.,300,2.9,80,Kothrud,50,Indian
323909,Malleshwaram,Bangalore,Frozen Coast,300,2.9,80,Malleshwam 17Th Cross,68,Indian
321542,Machuabazar,Kolkata,Eurasia Kitchen,300,2.9,80,Burrabazar,56,Indian
319805,Deccan Gymkhana,Pune,Momo Nation Cafe,300,2.9,80,F C Road,35,Indian
316987,Shivajinagar,Pune,Coffee Nation,300,2.9,80,Shivaji Nagar,37,Indian
313228,Bidhannagar,Kolkata,Queen'S,300,2.9,80,Salt Lake,64,Indian
308653,Bidhannagar,Kolkata,Biryani Q&Q,300,2.9,80,Salt Lake,67,Indian
297287,Aundh,Pune,Sagar  Ratan,300,2.9,80,Aundh,69,Indian
294001,Antop Hill,Mumbai,Raj  Palace  Restaurant,300,2.9,80,Matunga Wadala,57,Indian
277337,Kurla,Mumbai,Kurla Rasoi,300,2.9,80,Kurla,43,Indian
221076,Paschim Vihar,Delhi,Roll King,300,2.9,80,Dda Gole Market A-4 Block,57,Indian
181088,Jorasanko,Kolkata,Pandey Dhaba,300,2.9,80,Burrabazarbara Bazar,44,Indian
180161,Rohini,Delhi,Mughlai Biryani,300,2.9,80,Shiva Road,40,Indian
167945,Kurla,Mumbai,Jhakas Family Restaurant,300,2.9,80,Tilak Nagar Opp. Kurla Terminal,40,Indian
153244,Chembur,Mumbai,Famous Paratha Fast Food,300,2.9,80,Chembur,62,Indian
109763,Varachha,Surat,Taaza Restaurant,300,2.9,80,Gulambaba Compound,44,Indian
95206,Choolaimedu,Chennai,Mujiba Restaurant,300,2.9,80,Imbarjapuram 1St Street,92,Indian
79693,Powai,Mumbai,Maheshwari Kitchen,300,2.9,80,Chandivali,53,Indian
59815,Bidhannagar,Kolkata,Urmila,300,2.9,80,Near Rotary Narayan Eye Hospital,75,Indian
49320,Powai Area,Mumbai,Tunga Restaurant,300,2.9,80,Saki Vihar Road,67,Indian
452204,Navrangpura,Ahmedabad,Cafe+9,300,2.9,80,Navrangpura,39,Fast Food
449187,Sector V Salt Lake,Kolkata,The Ultimate Wrap,300,2.9,80,Sector V Salt Lake,76,Fast Food
448607,Basavanagudi,Bangalore,Trendy Juice & Foodies,300,2.9,80,Basavanagudi,58,Fast Food
439515,Piplod,Surat,Mr.Kanha,300,2.9,80,Piplod,60,Fast Food
422290,Paldi & Ambawadi,Ahmedabad,Baa Gruh Udhyog  Fast Food Services,300,2.9,80,Paldi & Ambawadi,56,Fast Food
210033,Memnagar,Ahmedabad,Bol De Bowl,300,2.9,80,Navrangpura,53,Fast Food
90109,Santacruz East,Mumbai,Shiv Sai Bhelpuri,300,2.9,80,S'Cruz Bandra East,49,Fast Food
76856,Athwa,Surat,Cornerstone Cafe,300,2.9,80,Anmol Complex Athwalines,52,Fast Food
34995,Shivaji Nagar,Pune,Ufo Fries & Corn,300,2.9,80,Shivaji Nagar,40,Fast Food
23633,Gaddi Annaram,Hyderabad,Hungry Kya Pet Barlo,300,2.9,80,Gaddi Annaram,69,Fast Food
457656,Bibwewadi,Pune,Breatato Co,300,2.9,80,Bibwewadi,78,Fast Food
455646,Paldi & Ambawadi,Ahmedabad,Kd Bhajipavpulav,300,2.9,80,Paldi & Ambawadi,37,Fast Food
450868,Nallakunta & Vidyanagar,Hyderabad,All About Garlic Bread,300,2.9,80,Nallakunta & Vidyanagar,43,Fast Food
448344,Sector V Salt Lake,Kolkata,Lands Of Icecream,300,2.9,80,Sector V Salt Lake,73,Fast Food
447669,Sion Bhakti Park,Mumbai,Snacks Corners,300,2.9,80,Sion Bhakti Park,52,Fast Food
447202,Kothrud,Pune,Cafe Tom And Jerry,300,2.9,80,Kothrud,56,Fast Food
443564,Banjara Hills,Hyderabad,Mendys Panipuri,300,2.9,80,Banjara Hills,69,Fast Food
442560,Maninagar,Ahmedabad,Brothers Burger,300,2.9,80,Maninagar,44,Fast Food
441763,Royapettah,Chennai,New Archana Fast Food,300,2.9,80,Royapettah,56,Fast Food
441285,Shivaji Nagar,Pune,Banjos The Food Chain,300,2.9,80,Shivaji Nagar,36,Fast Food
437955,Janakpuri,Delhi,The Burger Company,300,2.9,80,Janakpuri,78,Fast Food
437623,Royapettah,Chennai,Gobrgr@Tryst Gourmet,300,2.9,80,Royapettah,56,Fast Food
437438,Himayath Nagar,Hyderabad,H.S.Kitchens Chilli And Garlic,300,2.9,80,Himayath Nagar,45,Fast Food
436015,Lake Town,Kolkata,A2Z Kitchen,300,2.9,80,Lake Town,96,Fast Food
435614,Madhavaram - Manali,Chennai,Black Bird,300,2.9,80,Madhavaram - Manali,69,Fast Food
432145,Adajan,Surat,Egg Magic,300,2.9,80,Adajan,53,Fast Food
428047,Egmore,Chennai,Roll'D Eats,300,2.9,80,Egmore,46,Fast Food
427645,Kothrud,Pune,Between The Buns,300,2.9,80,Kothrud,67,Fast Food
427506,Perambur,Chennai,Chatar Patar,300,2.9,80,Perambur,71,Fast Food
426014,Navrangpura,Ahmedabad,Frankies And Fries,300,2.9,80,Navrangpura,46,Fast Food
418785,Ashok Nagar,Bangalore,Times Square Cafe,300,2.9,80,Ashok Nagar,38,Fast Food
416587,Kilpauk,Chennai,Mr Mrs Madharasi Cafe,300,2.9,80,Kilpauk,50,Fast Food
408660,Vasna,Ahmedabad,Hunger Spot,300,2.9,80,Vasna,53,Fast Food
404272,Nampally,Hyderabad,Halal Guys,300,2.9,80,Nampally,48,Fast Food
398574,Navrangpura,Ahmedabad,Bowlwrrap By Birmies,300,2.9,80,Navrangpura,37,Fast Food
389802,Navrangpura,Ahmedabad,Ark Cafe,300,2.9,80,Navrangpura,45,Fast Food
386595,Baner,Pune,Chotu Tapriwala,300,2.9,80,Baner,67,Fast Food
384326,Nallakunta & Vidyanagar,Hyderabad,Guest House Coffee And Ice Cream Parlour,300,2.9,80,Nallakunta & Vidyanagar,52,Fast Food
382814,Frazer Town,Bangalore,Bigbites,300,2.9,80,Frazer Town,56,Fast Food
376424,Jadavpur,Kolkata,Fnf Food Centre,300,2.9,80,Jadavpur,93,Fast Food
362287,Rohini,Delhi,Excellent Dumpling House,300,2.9,80,Rohini,47,Fast Food
362276,Rohini,Delhi,Dou Chi,300,2.9,80,Rohini,52,Fast Food
361700,Old Sangvi,Pune,Tgc: The Gargis Cafe,300,2.9,80,Sangvi,74,Fast Food
360814,Naranpura,Ahmedabad,Md The Snacks Club,300,2.9,80,Naranpura,53,Fast Food
358102,Anna Nagar,Chennai,Pg Junk Spot,300,2.9,80,Annanagar,74,Fast Food
356261,Toli Chowki,Hyderabad,Pizza Store,300,2.9,80,Tolichowki,81,Fast Food
348560,Perambur,Chennai,Donut Hubb,300,2.9,80,Ayanavaram,69,Fast Food
346921,Pitam Pura,Delhi,Roll City,300,2.9,80,Nsp,56,Fast Food
342848,Maninagar,Ahmedabad,Toast And Grill By Choice,300,2.9,80,Maninagar,46,Fast Food
335433,Deccan Gymkhana,Pune,Treat Studio,300,2.9,80,Shivaji Nagar,44,Fast Food
331515,Behala,Kolkata,Hotlets & Wiches,300,2.9,80,Alipore,93,Fast Food
329990,Thaltej,Ahmedabad,Chat On Chaat,300,2.9,80,Vijay Cross Road,47,Fast Food
319727,Kondhwa,Pune,Jus'T Burgers,300,2.9,80,Kondhwa,81,Fast Food
221870,Periyamet,Chennai,Creamee N Spicee,300,2.9,80,Purasawalkam,37,Fast Food
186879,Rohini,Delhi,Shakespeer,300,2.9,80,Rohini,62,Fast Food
180580,Wadgaon Sheri,Pune,The Choupatiwala Cafe,300,2.9,80,Viman Nagar,79,Fast Food
161230,Paschim Vihar,Delhi,The Roll Point,300,2.9,80,Paschim Vihar,52,Fast Food
153036,Sagrampura,Surat,Mukesh Egg Center,300,2.9,80,Marvella Corridor Vesu,33,Fast Food
136793,Pitam Pura,Delhi,Second Wife,300,2.9,80,Nsp,58,Fast Food
133781,George Town,Chennai,Srb Hyderabad Biryani,300,2.9,80,Tondairpet,64,Fast Food
93695,Piplod,Surat,Shree Ganesh Omlet,300,2.9,80,Um Road Vesu,63,Fast Food
40928,Saki Naka,Mumbai,Eataeria,300,2.9,80,Kurla,42,Fast Food
31965,Saki Naka,Mumbai,Hotel Gurukrupa'S Mast Malvani,300,2.9,80,Marolsakinaka,55,Fast Food
4429,Park Street Area,Kolkata,Sip & Sandwich,300,2.9,80,Park Street,60,Fast Food
461866,Laldarwaja,Ahmedabad,Jay Arbuda Food Point,300,2.9,80,Laldarwaja,45,Pizzas
452149,Adajan,Surat,Rajwadu Kathiyawadi Restaurant,300,2.9,80,Adajan,77,Gujarati
451118,Sagrampuraathwa,Surat,Laziz Pizza,300,2.9,80,Athwa,35,Pizzas
447805,Purasawalkam,Chennai,Royera Juice Hub,300,2.9,80,Purasawalkam,39,Italian
441697,Annanagar,Chennai,Splash,300,2.9,80,Annanagar,69,Bengali
440939,Athwa,Surat,Waffle House,300,2.9,80,Athwa,38,Desserts
429336,Piplod,Surat,The Kafe Castle,300,2.9,80,Piplod,62,Bengali
429273,Lake Town,Kolkata,Crazy Chaap Corner,300,2.9,80,Lake Town,85,Tandoor
427083,Chembur,Mumbai,All Fruits Juice,300,2.9,80,Chembur,55,Bengali
426785,Varachha,Surat,Fastfoodz,300,2.9,80,Varachha,55,Snacks
423945,Honey Park,Surat,Milk Palace,300,2.9,80,Honey Park,57,Desserts
423110,Burrabazar,Kolkata,Sugarroom,300,2.9,80,Burrabazar,45,Snacks
420484,Central Bangalore,Bangalore,Keventers Ice Cream,300,2.9,80,Garuda Mall,38,Desserts
419772,Kothapet & Dilsukhnagar,Hyderabad,Chai Sutta Bar Dilsukhnagar,300,2.9,80,Kothapet & Dilsukhnagar,50,Bengali
419001,Navrangpura,Ahmedabad,Doughfather,300,2.9,80,Navrangpura,38,Pizzas
414885,Navrangpura,Ahmedabad,Creamy Heaven,300,2.9,80,Navrangpura,40,Desserts
412378,South Kolkata,Kolkata,Truffle Square,300,2.9,80,South Kolkata,59,Snacks
409880,Vadapalani,Chennai,Thaai Mann,300,2.9,80,Vadapalani,79,Desserts
409486,Rohini,Delhi,Aura Bakers,300,2.9,80,Rohini,36,Snacks
407838,Ghatkopar Vikhroli,Mumbai,Mummas Yummy Bites,300,2.9,80,Ghatkopar Vikhroli,51,Italian
404454,Vastrapur,Ahmedabad,The Food Box,300,2.9,80,Vastrapur,56,Italian
401645,Mogappair,Chennai,Havmor Havfunn,300,2.9,80,Mogappair,80,Desserts
401165,Kothapet & Dilsukhnagar,Hyderabad,Milkshakes Hub N More,300,2.9,80,Kothapet & Dilsukhnagar,68,Bengali
396935,Kailash Plaza,Mumbai,Ice Cream Works,300,2.9,80,Ghatkopar Vikhroli,52,Desserts
396077,Basavanagudi,Bangalore,Candy Cloud Factory,300,2.9,80,Basavanagudi,50,Bengali
390780,T Nagar,Chennai,Cocoa & Creme,300,2.9,80,T Nagar,79,Snacks
390659,Somajiguda & Khairtabad,Hyderabad,Dostea,300,2.9,80,Somajiguda & Khairtabad,56,Bengali
389725,Bibwewadi,Pune,55 Biryanis,300,2.9,80,Bibwewadi,71,Biryani
386524,Burrabazar,Kolkata,Celebration,300,2.9,80,Burrabazar,52,Desserts
386038,Dhanakawadi,Pune,Getawhey- Healthy Ice Cream,300,2.9,80,Narhe,76,Desserts
385368,Kalyani Nagar,Pune,Getawhey- Healthy Ice Cream,300,2.9,80,Kalyani Nagar,51,Desserts
371769,Shivajinagar,Pune,Keventers Ice Creamery,300,2.9,80,Pavilion Mall Pune,48,Desserts
370908,Nsp,Delhi,Gourmet Ice Cream Cakes By Baskin Robbins,300,2.9,80,Rani Bagh Pitampura,58,Desserts
369381,Himayath Nagar,Hyderabad,Gourmet Ice Cream Cakes By Baskin Robbins,300,2.9,80,Himayath Nagar Main Road,32,Desserts
363962,Pitam Pura,Delhi,Purple Forest.,300,2.9,80,Nsp,61,Snacks
354703,Saki Naka,Mumbai,Keventers Ice Cream,300,2.9,80,Phoenix Market City,56,Desserts
340451,Central Bangalore,Bangalore,Thalis  Bowls & More,300,2.9,80,Central Bangalore,50,Pizzas
337668,Tagore Garden Extension,Delhi,Cake World,300,2.9,80,Rajouri Garden,74,Desserts
336517,Athwa,Surat,Go Punjab,300,2.9,80,City Light,46,Punjabi
333038,Topsia,Kolkata,Cake N Cooki,300,2.9,80,Tangra,78,Snacks
297078,Chembur,Mumbai,Tastings,300,2.9,80,Chembur,50,Snacks
291742,Thousand Lights,Chennai,It'S Waffle Time,300,2.9,80,Nungambakkam,51,Snacks
160853,Paschim Vihar,Delhi,Sunny Fruit Juice And Shakes,300,2.9,80,Paschim Vihar,50,Bengali
135036,Kalyani Nagar,Pune,Sonu Shakewala,300,2.9,80,Kalyani Nagar,60,Bengali
128591,Begampura,Surat,Natraj Ice Cream,300,2.9,80,Begumpura,46,Bengali
114922,Memnagar,Ahmedabad,Cafe Hideout,300,2.9,80,Memnagar,50,Snacks
106990,Adajan,Surat,Happyiezz,300,2.9,80,Nr Income Tax Office,47,Snacks
47705,Ghatkopar East,Mumbai,Cheese On Fire,300,2.9,80,Ghatkopar E,50,Snacks
41967,Shenoy Nagar,Chennai,Antari By Soul Garden Bistro,300,2.9,80,New Avadi Road,57,Snacks
26361,Andheri East,Mumbai,Crrave N Eat,300,2.9,80,Opposite Nagpal Restaurant,62,Desserts
20656,Chembur,Mumbai,Juice Mantra,300,2.9,80,Station Road,44,Bengali
19583,Sadashiv Peth,Pune,Aadd (M) Aadd(B),300,2.9,80,Swargate,44,Snacks
463779,Navrangpura,Ahmedabad,Gully Nukkad,300,2.9,80,Navrangpura,44,Snacks
463632,Marol Sakinaka,Mumbai,Rushhrs,300,2.9,80,Marol Sakinaka,57,American
463471,Chembur,Mumbai,Bunny'S Kitchen,300,2.9,80,Chembur,56,American
463445,Perambur,Chennai,New Star Hotel,300,2.9,80,Perambur,50,Biryani
463362,Swargate,Pune,Pizza Point,300,2.9,80,Swargate,46,Pizzas
462777,Rohini,Delhi,Bar Of Burger,300,2.9,80,Rohini,40,American
461434,Fdl_Scruz Bandra East,Mumbai,Mumbai Continental Chef,300,2.9,80,Fdl_Scruz Bandra East,45,Italian
461296,Bibwewadi,Pune,The Brrgrr Kitchen - By Cafe Bistro,300,2.9,80,Bibwewadi,50,Snacks
461036,Rohini,Delhi,Punjab Chicken Corner,300,2.9,80,Rohini,34,Punjabi
461000,Shivaji Nagar,Pune,Kekiz The Cake Shop,300,2.9,80,Shivaji Nagar,35,Snacks
459789,Athwa,Surat,Al-Shifa Biryani,300,2.9,80,Athwa,44,Biryani
457984,Dumdum,Kolkata,Lovely Biriyani,300,2.9,80,Dumdum,77,Biryani
457542,Rohini,Delhi,Shahi Tandoor,300,2.9,80,Rohini,47,Tandoor
457079,Salt Lake,Kolkata,Cakes By Mama Mia!,300,2.9,80,Salt Lake,69,Snacks
456209,Frazer Town,Bangalore,Sree Ganesha Fruit Juice Centre,300,2.9,80,Frazer Town,51,Bengali
456090,Adajan,Surat,Mahalaxmi Juice And Fast Food Corner,300,2.9,80,Adajan,49,Desserts
455065,Park Circus,Kolkata,Ammi Jaan,300,2.9,80,New Area,64,Biryani
453913,Central Bangalore,Bangalore,The Baklava Company,300,2.9,80,Central Bangalore,49,Desserts
452843,Ameerpet,Hyderabad,Raagam Foods,300,2.9,80,Ameerpet,73,Biryani
452742,Kothrud,Pune,Cheese And Crust,300,2.9,80,Kothrud,69,Pizzas
452272,Central Bangalore,Bangalore,Nawabi Khana,300,2.9,80,Central Bangalore,40,Arabian
451712,Kothrud,Pune,The Feelia Cafe,300,2.9,80,Kothrud,60,Bengali
451422,Bibwewadi,Pune,Cake Creation The Cake Shop And Cafe,300,2.9,80,Bibwewadi,68,Snacks
451353,Villivakkam,Chennai,Pizza Cottage,300,2.9,80,Villivakkam,68,Pizzas
451161,Kothrud,Pune,Biryanikar,300,2.9,80,Kothrud,84,Biryani
451047,Matunga Wadala,Mumbai,Wack Waffle & Brownies,300,2.9,80,Matunga Wadala,46,Desserts
451039,Matunga Wadala,Mumbai,New York Waffle & Dinges,300,2.9,80,Matunga Wadala,46,Desserts
451036,Matunga Wadala,Mumbai,Miami Waffle & Jawbreakers,300,2.9,80,Matunga Wadala,45,Snacks
451031,Matunga Wadala,Mumbai,Miami Shakes & More,300,2.9,80,Matunga Wadala,46,Desserts
451020,Matunga Wadala,Mumbai,Jenny'S Brownies,300,2.9,80,Matunga Wadala,52,Desserts
450110,Kothapet & Dilsukhnagar,Hyderabad,Grillistan,300,2.9,80,Kothapet & Dilsukhnagar,39,Arabian
449713,Swargate,Pune,Bread Bash,300,2.9,80,Swargate,38,Italian
449364,Kestopur,Kolkata,Food Picasso,300,2.9,80,Kestopur,81,American
449198,T Nagar,Chennai,The Belgian Street,300,2.9,80,T Nagar,74,Snacks
448876,Sanitytestarea,Kolkata,Bhaijaan'S,300,2.9,80,New Area,78,Biryani
448583,Aminjikarai,Chennai,Ammi'S Biryani,300,2.9,80,Manickam Road,59,Biryani
447904,Nallakunta & Vidyanagar,Hyderabad,Vaishu'S Kitchen,300,2.9,80,Nallakunta & Vidyanagar,48,Biryani
446925,Bibwewadi,Pune,Thakur Food Products,300,2.9,80,Bibwewadi,54,Snacks
444043,Piplod,Surat,Ms Food,300,2.9,80,Piplod,58,Bengali
443970,Matunga Wadala,Mumbai,The Ice Cream Bakery - Tib,300,2.9,80,Matunga Wadala,58,Desserts
443045,Rohini,Delhi,Da Pizza Factory,300,2.9,80,Rohini,35,Italian
442774,Annanagar,Chennai,Basmati Foods,300,2.9,80,Annanagar,72,Biryani
441038,Mehdipatnam,Hyderabad,Labaan Bakers And Dairy,300,2.9,80,Mehdipatnam,61,Italian
440915,Royapettah,Chennai,Hotel Sagar,300,2.9,80,Royapettah,44,Biryani
440758,Knk- Nungambakam (Cds)- Chennai,Chennai,Cafe Coffee Day,300,2.9,80,Knk- Nungambakam (Cds)- Chennai,51,Bengali
439975,Central Kolkata,Kolkata,Lytton Hotel,300,2.9,80,Central Kolkata,55,Pizzas
439884,Andheri East,Mumbai,Sai Krupa Fast Food,300,2.9,80,Andheri East,58,Biryani
439878,Vastrapur,Ahmedabad,La Pinoz Pizza,300,2.9,80,Vastrapur,48,Pizzas
439007,Rajajinagar,Bangalore,Hungry Budget,300,2.9,80,Rajajinagar,62,Biryani
438520,Purasawalkam,Chennai,Sulthan Briyani,300,2.9,80,Purasawalkam,55,Biryani
438489,Uppal,Hyderabad,Smoothie Bar,300,2.9,80,Uppal,64,Bengali
438002,Burrabazar,Kolkata,Nmco - Natural Milkshake Company By Mama Mia!,300,2.9,80,Burrabazar,47,Bengali
437416,Shivaji Nagar,Pune,Pizza Hut Express,300,2.9,80,Shivaji Nagar,47,Pizzas
437360,Navrangpura,Ahmedabad,Baked By Ninis,300,2.9,80,Navrangpura,39,Snacks
436144,Tangra,Kolkata,New Arsalan Biryani Tangra,300,2.9,80,Tangra,62,Biryani
435779,Central Kolkata,Kolkata,Kwality Walls Frozen Dessert And Ice Cream Shop,300,2.9,80,Central Kolkata,45,Desserts
433208,South Kolkata,Kolkata,Jessore Local,300,2.9,80,South Kolkata,70,Bengali
433182,Wanowrie,Pune,Pizzatto'S,300,2.9,80,Wanowrie,66,Pizzas
432552,Sion,Mumbai,Bombay Burgers,300,2.9,80,Matunga Wadala,47,American
429806,Nallakunta & Vidyanagar,Hyderabad,Cranky Fried Chicken,300,2.9,80,Nallakunta & Vidyanagar,42,Pizzas
428225,Powai,Mumbai,Waffleland,300,2.9,80,Powai,51,Desserts
428076,Swargate,Pune,Kwality Walls Frozen Dessert And Ice Cream Shop,300,2.9,80,Swargate,37,Desserts
427662,Kothapet & Dilsukhnagar,Hyderabad,Madhouse Pizzas And Thichshakes,300,2.9,80,Kothapet & Dilsukhnagar,52,Bengali
427308,Central Bangalore,Bangalore,The Bangalore Kitchen,300,2.9,80,Central Bangalore,46,Biryani
427290,Chembur,Mumbai,Sugar Nest,300,2.9,80,Chembur,64,Desserts
426799,Jadavpur,Kolkata,Ttoniq,300,2.9,80,Jadavpur,93,Bengali
